# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-12-20 16:51:30 EST       (vaww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12213100 NOOKSACK RIVER AT FERNDALE, WA
# -----------------------------------------------------------------------------------
#
# Data provided for site 12213100
#            TS   parameter     statistic     Description
#        149551       00060     00003     Discharge, cubic feet per second (Mean)
#        149552       00065     00003     Gage height, feet (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=12213100&ts_ids=149551]
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	149551_00060_00003	149551_00060_00003_cd	149552_00065_00003	149552_00065_00003_cd
USGS	12213100	2019-01-13	4290	A:R	7.18	A
USGS	12213100	2019-01-14	3870	A:R	6.84	A
USGS	12213100	2019-01-15	3580	A:R	6.61	A
USGS	12213100	2019-01-16	3340	A:R	6.41	A
USGS	12213100	2019-01-17	3140	A:R	6.24	A
USGS	12213100	2019-01-18	3530	A:R	6.55	A
USGS	12213100	2019-01-19	4110	A:R	7.04	A
USGS	12213100	2019-01-20	4030	A:R	6.97	A
USGS	12213100	2019-01-21	3420	A:R	6.47	A
USGS	12213100	2019-01-22	3100	A:R	6.20	A
USGS	12213100	2019-01-23	5590	A:R	8.11	A
USGS	12213100	2019-01-24	5490	A:R	8.07	A
USGS	12213100	2019-01-25	4210	A:R	7.11	A
USGS	12213100	2019-01-26	3590	A:R	6.61	A
USGS	12213100	2019-01-27	3230	A:R	6.31	A
USGS	12213100	2019-01-28	2980	A:R	6.09	A
USGS	12213100	2019-01-29	2780	A:R	5.91	A
USGS	12213100	2019-01-30	2590	A:R	5.75	A
USGS	12213100	2019-01-31	2440	A:R	5.63	A
USGS	12213100	2019-02-01	2760	A:R	5.90	A
USGS	12213100	2019-02-02	7000	A:R	9.12	A
USGS	12213100	2019-02-03	4940	A:R	7.67	A
USGS	12213100	2019-02-04	3760	A:R	6.76	A
USGS	12213100	2019-02-05	3180	A:R	6.27	A
USGS	12213100	2019-02-06	2840	A:R	5.97	A
USGS	12213100	2019-02-07	2600	A:R	5.76	A
USGS	12213100	2019-02-08	2460	A:R	5.64	A
USGS	12213100	2019-02-09	2270	A:e	5.59	A
USGS	12213100	2019-02-10	2130	A:e	5.67	A
USGS	12213100	2019-02-11	2030	A:e	5.38	A
USGS	12213100	2019-02-12	1980	A:R	5.20	A
USGS	12213100	2019-02-13	1940	A:R	5.15	A
USGS	12213100	2019-02-14	1850	A:R	5.04	A
USGS	12213100	2019-02-15	1840	A:R	5.03	A
USGS	12213100	2019-02-16	1850	A:R	5.05	A
USGS	12213100	2019-02-17	1810	A:R	5.01	A
USGS	12213100	2019-02-18	1750	A:R	4.94	A
USGS	12213100	2019-02-19	1710	A:R	4.89	A
USGS	12213100	2019-02-20	1820	A:R	5.02	A
USGS	12213100	2019-02-21	1800	A:R	5.00	A
USGS	12213100	2019-02-22	1760	A:R	4.94	A
USGS	12213100	2019-02-23	1780	A:R	4.97	A
USGS	12213100	2019-02-24	1770	A:R	4.96	A
USGS	12213100	2019-02-25	1710	A:R	4.89	A
USGS	12213100	2019-02-26	1600	A:R	4.76	A
USGS	12213100	2019-02-27	1520	A:R	4.66	A
USGS	12213100	2019-02-28	1500	A:R	4.63	A
USGS	12213100	2019-03-01	1460	A:R	4.59	A
USGS	12213100	2019-03-02	1420	A:R	4.54	A
USGS	12213100	2019-03-03	1380	A:R	4.49	A
USGS	12213100	2019-03-04	1350	A:R	4.46	A
USGS	12213100	2019-03-05	1320	A:R	4.42	A
USGS	12213100	2019-03-06	1310	A:R	4.40	A
USGS	12213100	2019-03-07	1310	A:R	4.40	A
USGS	12213100	2019-03-08	1310	A:R	4.40	A
USGS	12213100	2019-03-09	1300	A:R	4.39	A
USGS	12213100	2019-03-10	1260	A:R	4.34	A
USGS	12213100	2019-03-11	1250	A:R	4.32	A
USGS	12213100	2019-03-12	1630	A:R	4.79	A
USGS	12213100	2019-03-13	1720	A:R	4.90	A
USGS	12213100	2019-03-14	1570	A:R	4.73	A
USGS	12213100	2019-03-15	1530	A:R	4.68	A
USGS	12213100	2019-03-16	1610	A:R	4.77	A
USGS	12213100	2019-03-17	1730	A:R	4.91	A
USGS	12213100	2019-03-18	1940	A:R	5.14	A
USGS	12213100	2019-03-19	2240	A:R	5.45	A
USGS	12213100	2019-03-20	2550	A:R	5.72	A
USGS	12213100	2019-03-21	2930	A:R	6.05	A
USGS	12213100	2019-03-22	2810	A:R	5.94	A
USGS	12213100	2019-03-23	2700	A:R	5.84	A
USGS	12213100	2019-03-24	2570	A:R	5.73	A
USGS	12213100	2019-03-25	2300	A:R	5.50	A
USGS	12213100	2019-03-26	2550	A:R	5.72	A
USGS	12213100	2019-03-27	2790	A:R	5.92	A
USGS	12213100	2019-03-28	2290	A:R	5.50	A
USGS	12213100	2019-03-29	2060	A:R	5.28	A
USGS	12213100	2019-03-30	1980	A:R	5.20	A
USGS	12213100	2019-03-31	1980	A:R	5.19	A
USGS	12213100	2019-04-01	1980	A:R	5.19	A
USGS	12213100	2019-04-02	1980	A:R	5.19	A
USGS	12213100	2019-04-03	2100	A:R	5.31	A
USGS	12213100	2019-04-04	3640	A:R	6.64	A
USGS	12213100	2019-04-05	3070	A:R	6.17	A
USGS	12213100	2019-04-06	3460	A:R	6.50	A
USGS	12213100	2019-04-07	3060	A:R	6.16	A
USGS	12213100	2019-04-08	2610	A:R	5.77	A
USGS	12213100	2019-04-09	2740	A:R	5.88	A
USGS	12213100	2019-04-10	2980	A:R	6.09	A
USGS	12213100	2019-04-11	3460	A:R	6.51	A
USGS	12213100	2019-04-12	3870	A:R	6.84	A
USGS	12213100	2019-04-13	3760	A:R	6.75	A
USGS	12213100	2019-04-14	4260	A:R	7.15	A
USGS	12213100	2019-04-15	3620	A:R	6.64	A
USGS	12213100	2019-04-16	3080	A:R	6.18	A
USGS	12213100	2019-04-17	3090	A:R	6.19	A
USGS	12213100	2019-04-18	3480	A:R	6.52	A
USGS	12213100	2019-04-19	9830	A:R	11.05	A
USGS	12213100	2019-04-20	10300	A:R	11.43	A
USGS	12213100	2019-04-21	6590	A:R	8.84	A
USGS	12213100	2019-04-22	5150	A:R	7.82	A
USGS	12213100	2019-04-23	4750	A:R	7.53	A
USGS	12213100	2019-04-24	4570	A:R	7.39	A
USGS	12213100	2019-04-25	3910	A:R	6.87	A
USGS	12213100	2019-04-26	3480	A:R	6.53	A
USGS	12213100	2019-04-27	3200	A:R	6.29	A
USGS	12213100	2019-04-28	2950	A:R	6.07	A
USGS	12213100	2019-04-29	2650	A:R	5.80	A
USGS	12213100	2019-04-30	2420	A:R	5.61	A
USGS	12213100	2019-05-01	2250	A:R	5.47	A
USGS	12213100	2019-05-02	2150	A:R	5.37	A
USGS	12213100	2019-05-03	2080	A:R	5.30	A
USGS	12213100	2019-05-04	2000	A:R	5.22	A
USGS	12213100	2019-05-05	2040	A:R	5.25	A
USGS	12213100	2019-05-06	2240	A:R	5.45	A
USGS	12213100	2019-05-07	2660	A:R	5.81	A
USGS	12213100	2019-05-08	2900	A:R	6.02	A
USGS	12213100	2019-05-09	3280	A:R	6.35	A
USGS	12213100	2019-05-10	3460	A:R	6.50	A
USGS	12213100	2019-05-11	3870	A:R	6.84	A
USGS	12213100	2019-05-12	4270	A:R	7.16	A
USGS	12213100	2019-05-13	3640	A:R	6.65	A
USGS	12213100	2019-05-14	3130	A:R	6.23	A
USGS	12213100	2019-05-15	3420	A:R	6.47	A
USGS	12213100	2019-05-16	3290	A:R	6.36	A
USGS	12213100	2019-05-17	3910	A:R	6.86	A
USGS	12213100	2019-05-18	4230	A:R	7.12	A
USGS	12213100	2019-05-19	3240	A:R	6.32	A
USGS	12213100	2019-05-20	3000	A:R	6.11	A
USGS	12213100	2019-05-21	3070	A:R	6.17	A
USGS	12213100	2019-05-22	2920	A:R	6.04	A
USGS	12213100	2019-05-23	2970	A:R	6.08	A
USGS	12213100	2019-05-24	3370	A:R	6.43	A
USGS	12213100	2019-05-25	3300	A:R	6.37	A
USGS	12213100	2019-05-26	3200	A:R	6.28	A
USGS	12213100	2019-05-27	2970	A:R	6.08	A
USGS	12213100	2019-05-28	3130	A:R	6.22	A
USGS	12213100	2019-05-29	3280	A:R	6.35	A
USGS	12213100	2019-05-30	3240	A:R	6.32	A
USGS	12213100	2019-05-31	3380	A:R	6.44	A
USGS	12213100	2019-06-01	3490	A:R	6.53	A
USGS	12213100	2019-06-02	3270	A:R	6.34	A
USGS	12213100	2019-06-03	3070	A:R	6.17	A
USGS	12213100	2019-06-04	2680	A:R	5.82	A
USGS	12213100	2019-06-05	2330	A:R	5.53	A
USGS	12213100	2019-06-06	2710	A:R	5.86	A
USGS	12213100	2019-06-07	2510	A:R	5.69	A
USGS	12213100	2019-06-08	2350	A:R	5.55	A
USGS	12213100	2019-06-09	2050	A:R	5.27	A
USGS	12213100	2019-06-10	1890	A:R	5.09	A
USGS	12213100	2019-06-11	1930	A:R	5.13	A
USGS	12213100	2019-06-12	2350	A:R	5.54	A
USGS	12213100	2019-06-13	2880	A:R	6.00	A
USGS	12213100	2019-06-14	2770	A:R	5.90	A
USGS	12213100	2019-06-15	2280	A:R	5.49	A
USGS	12213100	2019-06-16	2220	A:R	5.43	A
USGS	12213100	2019-06-17	2290	A:R	5.50	A
USGS	12213100	2019-06-18	2280	A:R	5.49	A
USGS	12213100	2019-06-19	2160	A:R	5.37	A
USGS	12213100	2019-06-20	1920	A:R	5.13	A
USGS	12213100	2019-06-21	1730	A:R	4.91	A
USGS	12213100	2019-06-22	1680	A:R	4.85	A
USGS	12213100	2019-06-23	1650	A:R	4.82	A
USGS	12213100	2019-06-24	1610	A:R	4.77	A
USGS	12213100	2019-06-25	1530	A:R	4.68	A
USGS	12213100	2019-06-26	1490	A:R	4.63	A
USGS	12213100	2019-06-27	1780	A:R	4.96	A
USGS	12213100	2019-06-28	2110	A:R	5.33	A
USGS	12213100	2019-06-29	1820	A:R	5.01	A
USGS	12213100	2019-06-30	1620	A:R	4.79	A
USGS	12213100	2019-07-01	1600	A:R	4.76	A
USGS	12213100	2019-07-02	1630	A:R	4.80	A
USGS	12213100	2019-07-03	1550	A:R	4.70	A
USGS	12213100	2019-07-04	1530	A:R	4.68	A
USGS	12213100	2019-07-05	1550	A:R	4.70	A
USGS	12213100	2019-07-06	1510	A:R	4.65	A
USGS	12213100	2019-07-07	1440	A:R	4.57	A
USGS	12213100	2019-07-08	1430	A:R	4.56	A
USGS	12213100	2019-07-09	1420	A:R	4.55	A
USGS	12213100	2019-07-10	1660	A:R	4.83	A
USGS	12213100	2019-07-11	2980	A:R	6.09	A
USGS	12213100	2019-07-12	2810	A:R	5.94	A
USGS	12213100	2019-07-13	2030	A:R	5.25	A
USGS	12213100	2019-07-14	1790	A:R	4.97	A
USGS	12213100	2019-07-15	1630	A:R	4.80	A
USGS	12213100	2019-07-16	1530	A:R	4.68	A
USGS	12213100	2019-07-17	1500	A:R	4.64	A
USGS	12213100	2019-07-18	3200	A:R	6.26	A
USGS	12213100	2019-07-19	2650	A:R	5.81	A
USGS	12213100	2019-07-20	2060	A:R	5.27	A
USGS	12213100	2019-07-21	1760	A:R	4.95	A
USGS	12213100	2019-07-22	1710	A:R	4.89	A
USGS	12213100	2019-07-23	1720	A:R	4.90	A
USGS	12213100	2019-07-24	1640	A:R	4.80	A
USGS	12213100	2019-07-25	1490	A:R	4.62	A
USGS	12213100	2019-07-26	1460	A:R	4.60	A
USGS	12213100	2019-07-27	1540	A:R	4.69	A
USGS	12213100	2019-07-28	1550	A:R	4.70	A
USGS	12213100	2019-07-29	1450	A:R	4.58	A
USGS	12213100	2019-07-30	1420	A:R	4.54	A
USGS	12213100	2019-07-31	1360	A:R	4.47	A
USGS	12213100	2019-08-01	1350	A:R	4.45	A
USGS	12213100	2019-08-02	1570	A:R	4.72	A
USGS	12213100	2019-08-03	2010	A:R	5.21	A
USGS	12213100	2019-08-04	1530	A:R	4.68	A
USGS	12213100	2019-08-05	1440	A:R	4.57	A
USGS	12213100	2019-08-06	1500	A:R	4.64	A
USGS	12213100	2019-08-07	1450	A:R	4.58	A
USGS	12213100	2019-08-08	1430	A:R	4.56	A
USGS	12213100	2019-08-09	1480	A:R	4.62	A
USGS	12213100	2019-08-10	1450	A:R	4.58	A
USGS	12213100	2019-08-11	1420	A:R	4.54	A
USGS	12213100	2019-08-12	1380	A:R	4.49	A
USGS	12213100	2019-08-13	1300	A:R	4.39	A
USGS	12213100	2019-08-14	1260	A:R	4.34	A
USGS	12213100	2019-08-15	1240	A:R	4.31	A
USGS	12213100	2019-08-16	1190	A:R	4.24	A
USGS	12213100	2019-08-17	1150	A:R	4.19	A
USGS	12213100	2019-08-18	1110	A:R	4.14	A
USGS	12213100	2019-08-19	1140	A:R	4.18	A
USGS	12213100	2019-08-20	1100	A:R	4.13	A
USGS	12213100	2019-08-21	1220	A:R	4.28	A
USGS	12213100	2019-08-22	1500	A:R	4.64	A
USGS	12213100	2019-08-23	1280	A:R	4.36	A
USGS	12213100	2019-08-24	1210	A:R	4.27	A
USGS	12213100	2019-08-25	1130	A:R	4.16	A
USGS	12213100	2019-08-26	1090	A:R	4.11	A
USGS	12213100	2019-08-27	1030	A:R	4.03	A
USGS	12213100	2019-08-28	1110	A:R	4.14	A
USGS	12213100	2019-08-29	1110	A	4.14	A
USGS	12213100	2019-08-30	1190	A	4.25	A
USGS	12213100	2019-08-31	1220	A	4.28	A
USGS	12213100	2019-09-01	1190	A	4.25	A
USGS	12213100	2019-09-02	1100	A	4.12	A
USGS	12213100	2019-09-03	1100	A	4.13	A
USGS	12213100	2019-09-04	1110	A	4.14	A
USGS	12213100	2019-09-05	1040	A	4.05	A
USGS	12213100	2019-09-06	1050	A	4.06	A
USGS	12213100	2019-09-07	1160	A	4.21	A
USGS	12213100	2019-09-08	1390	A	4.50	A
USGS	12213100	2019-09-09	1430	A	4.55	A
USGS	12213100	2019-09-10	1370	A	4.48	A
USGS	12213100	2019-09-11	1200	A	4.26	A
USGS	12213100	2019-09-12	1110	A	4.13	A
USGS	12213100	2019-09-13	1910	A	5.04	A
USGS	12213100	2019-09-14	3040	A	6.13	A
USGS	12213100	2019-09-15	4550	A	7.27	A
USGS	12213100	2019-09-16	5550	A	8.10	A
USGS	12213100	2019-09-17	3270	A	6.35	A
USGS	12213100	2019-09-18	3530	A	6.56	A
USGS	12213100	2019-09-19	2450	A	5.63	A
USGS	12213100	2019-09-20	1910	A	5.12	A
USGS	12213100	2019-09-21	1670	A	4.84	A
USGS	12213100	2019-09-22	1590	A	4.75	A
USGS	12213100	2019-09-23	2540	A	5.71	A
USGS	12213100	2019-09-24	2680	A	5.83	A
USGS	12213100	2019-09-25	2250	A	5.45	A
USGS	12213100	2019-09-26	3800	A	6.62	A
USGS	12213100	2019-09-27	4350	A	7.20	A
USGS	12213100	2019-09-28	2990	A	6.10	A
USGS	12213100	2019-09-29	2240	A	5.45	A
USGS	12213100	2019-09-30	1830	A	5.03	A
USGS	12213100	2019-10-01	1600	A	4.76	A
